"Rank","Time","Wind","Name","Country","Birthdate","City","Date"
1188,11.04,"-0.5","Merlene Ottey","JAM","10.05.60","Bruxelles","23.08.1996"
1188,11.04,"-0.5","Sevatheda Fynes","BAH","17.10.74","Bloomington","07.06.1997"
1188,11.04,"+0.2","Inger Miller","USA","12.06.72","Indianapolis","12.06.1997"
1188,11.04,"-0.3","Christine Arron","FRA","13.09.73","Ath&iacute;nai","02.08.1997"
1188,11.04,"+0.8","Christine Arron","FRA","13.09.73","Berlin","26.08.1997"
1188,11.04,"+1.2","Irina Privalova","RUS","12.11.68","Sankt Peterburg","27.06.1998"
1188,11.04,"0.0","Chryste Gaines","USA","14.09.70","Paris","29.07.1998"
1188,11.04,"+1.1","Inger Miller","USA","12.06.72","Stockholm","05.08.1998"
1188,11.04,"-0.9","Chryste Gaines","USA","14.09.70","Z&uuml;rich","12.08.1998"
1188,11.04,"+0.6","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Budapest","18.08.1998"
1188,11.04,"+1.4","Angela Williams","USA","30.01.80","Boise","05.06.1999"
1188,11.04,"-0.1","Christine Arron","FRA","13.09.73","Sevilla","22.08.1999"
1188,11.04,"+2.0","Lyubov Perepelova","UZB","26.02.79","Bishkek","03.06.2000"
1188,11.04,"+0.9","Chandra Sturrup","BAH","12.09.71","Ath&iacute;nai","28.06.2000"
1188,11.04,"+1,7","Inger Miller","USA","12.06.72","Sacramento","14.07.2000"
1188,11.04,"+0.1","Sevatheda Fynes","BAH","17.10.74","Nassau","21.07.2000"
1188,11.04,"-0.3","Sevatheda Fynes","BAH","17.10.74","Monaco","10.08.2000"
1188,11.04,"0.0","Pauline Davis-Thompson","BAH","09.07.66","Monaco","18.08.2000"
1188,11.04,"-0.3","Susanthika Jayasinghe","SRI","17.12.75","Yokohama","09.09.2000"
1188,11.04,"+0.6","Debbie Ferguson-McKenzie","BAH","16.01.76","Ath&iacute;nai","11.06.2001"
1188,11.04,"+0.1","Tayna Lawrence","JAM","17.09.75","Saint-Denis","05.07.2002"
1188,11.04,"+0.8","Muna Lee","USA","30.10.81","Walnut","19.04.2003"
1188,11.04,"+1.2","Christine Arron","FRA","13.09.73","Monaco","14.09.2003"
1188,11.04,"+1.7","Aleen Bailey","JAM","25.11.80","Birmingham","25.07.2004"
1188,11.04,"+0.1","Ivet Lalova-Collio","BUL","18.05.84","Ath&iacute;nai","21.08.2004"
1188,11.04,"+0.1","Debbie Ferguson-McKenzie","BAH","16.01.76","Ath&iacute;nai","21.08.2004"
1188,11.04,"+1.4","Me'Lisa Barber","USA","04.10.80","Carson","24.06.2005"
1188,11.04,"-0.2","Lauryn Williams","USA","11.09.83","Monaco","09.09.2005"
1188,11.04,"+1.1","Allyson Felix","USA","18.11.85","Lawrence","22.04.2006"
1188,11.04,"+2.0","Kim Gevaert","BEL","05.08.78","Bruxelles","09.07.2006"
1188,11.04,"-0.3","Tezdzhan Naimova","BUL","01.05.87","Plovdiv","01.07.2007"
1188,11.04,"-0.6","Veronica Campbell-Brown","JAM","16.05.82","Thessalon&iacute;ki","30.07.2007"
1188,11.04,"-0.1","Christine Arron","FRA","13.09.73","Osaka","27.08.2007"
1188,11.04,"0.0","Marshevet Hooker","USA","25.09.84","London","26.07.2008"
1188,11.04,"+1.3","Shalonda Solomon","USA","19.12.85","New York City","30.05.2009"
1188,11.04,"-1.1","Veronica Campbell-Brown","JAM","16.05.82","Orlando","13.06.2009"
1188,11.04,"+0.4","Debbie Ferguson-McKenzie","BAH","16.01.76","Ath&iacute;nai","13.07.2009"
1188,11.04,"+0.7","Kerron Stewart","JAM","16.04.84","Z&uuml;rich","28.08.2009"
1188,11.04,"+0.7","Debbie Ferguson-McKenzie","BAH","16.01.76","Z&uuml;rich","28.08.2009"
1188,11.04,"+1.5","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Ostrava","27.05.2010"
1188,11.04,"+1.8","Alexandra Anderson","USA","28.01.87","Clermont","05.06.2010"
1188,11.04,"+0.2","LaShauntea Moore","USA","31.07.83","Roma","10.06.2010"
1188,11.04,"-2.1","Carmelita Jeter","USA","24.11.79","Tangiers","18.07.2010"
1188,11.04,"+0.3","Carmelita Jeter","USA","24.11.79","London","14.08.2010"
1188,11.04,"+1.6","Alexandra Anderson","USA","28.01.87","Eugene","24.06.2011"
1188,11.04,"+1.6","Kerron Stewart","JAM","16.04.84","Kingston","24.06.2011"
1188,11.04,"+0.6","Kerron Stewart","JAM","16.04.84","Saint-Denis","08.07.2011"
1188,11.04,"+0.2","Carmelita Jeter","USA","24.11.79","George Town","09.05.2012"
1188,11.04,"-1.7","Veronica Campbell-Brown","JAM","16.05.82","Clermont","09.06.2012"
1188,11.04,"+1.5","Kerron Stewart","JAM","16.04.84","Kingston","29.06.2012"
1188,11.04,"+1.5","Aleen Bailey","JAM","25.11.80","Kingston","29.06.2012"
1188,11.04,"+1.0","Kerron Stewart","JAM","16.04.84","London","04.08.2012"
1188,11.04,"+1.2","Blessing Okagbare","NGR","10.09.88","Beijing","21.05.2013"
1188,11.04,"+1.2","Ivet Lalova-Collio","BUL","18.05.84","Oslo","13.06.2013"
1188,11.04,"+1.5","Shalonda Solomon","USA","19.12.85","Madrid","13.07.2013"
1188,11.04,"-0.3","Blessing Okagbare","NGR","10.09.88","Moskva","12.08.2013"
1188,11.04,"-0.9","Michelle-Lee Ahye","TTO","10.04.92","Ponce","17.05.2014"
1188,11.04,"+0.6","Morolake Akinosun","USA","17.05.94","Eugene","11.06.2014"
1188,11.04,"-0.7","Veronica Campbell-Brown","JAM","16.05.82","Z&uuml;rich","28.08.2014"
1188,11.04,"-0.7","Murielle Ahour&eacute;","CIV","23.08.87","Z&uuml;rich","28.08.2014"
1188,11.04,"-2.5","Remona Burchell","JAM","15.09.91","Gainesville","03.04.2015"
1188,11.04,"+0.3","Veronica Campbell-Brown","JAM","16.05.82","Rio de Janeiro","19.04.2015"
1188,11.04,"+1.5","Ros&acirc;ngela Santos","BRA","20.12.90","Eugene","30.05.2015"
1188,11.04,"+0.2","Murielle Ahour&eacute;","CIV","23.08.87","Saint-Denis","04.07.2015"
1188,11.04,"+0.9","Ros&acirc;ngela Santos","BRA","20.12.90","Toronto","22.07.2015"
1188,11.04,"+0.5","Veronica Campbell-Brown","JAM","16.05.82","Beijing","23.08.2015"
1188,11.04,"+0.5","Marie-Jos&eacute;e Ta Lou","CIV","18.11.88","Beijing","24.08.2015"
1188,11.04,"-0.3","English Gardner","USA","22.04.92","Baie Mahault","14.05.2016"
1188,11.04,"+0.7","Simone Facey","JAM","07.05.85","Kingston","01.07.2016"
1188,11.04,"+1.2","Gina L&uuml;ckenkemper","GER","21.11.96","Mannheim","29.07.2016"
1188,11.04,"-0.1","Christania Williams","JAM","17.10.94","Z&uuml;rich","01.09.2016"
1292,11.05,"+1.1","Annegret Richter","FRG","13.10.50","Montr&eacute;al","24.07.1976"
1292,11.05,"+0.4","Marlies G&ouml;hr","GDR","21.03.58","Potsdam","19.08.1978"
1292,11.05,"+1.4","Marlies G&ouml;hr","GDR","21.03.58","Karl-Marx-Stadt","10.06.1979"
1292,11.05,"+0.9","Evelyn Ashford","USA","15.04.57","San Juan","07.07.1979"
1292,11.05,"-0.5","Marlies G&ouml;hr","GDR","21.03.58","Helsinki","08.08.1983"
1292,11.05,"0.0","Evelyn Ashford","USA","15.04.57","Grosseto","10.08.1986"
1292,11.05,"+1.2","Silke M&ouml;ller","GER","20.06.64","Stuttgart","27.08.1986"
1292,11.05,"+0.6","Angela Bailey","CAN","28.02.62","Budapest","06.07.1987"
1292,11.05,"-0.3","Gail Devers","USA","19.11.66","Westwood","22.05.1988"
1292,11.05,"+0.9","Merlene Ottey","JAM","10.05.60","Luzern","11.06.1988"
1292,11.05,"+1.0","Kerstin Behrendt","GER","02.09.67","Potsdam","08.09.1988"
1292,11.05,"+1.0","Lyudmila Kondratyeva","RUS","11.04.58","Seoul","24.09.1988"
1292,11.05,"+2.0","Dawn Sowell","USA","27.03.66","Luzern","24.06.1989"
1292,11.05,"+1.1","Evelyn Ashford","USA","15.04.57","Sapporo","26.08.1989"
1292,11.05,"0.0","Sheila Echols","USA","02.10.64","Seattle","24.07.1990"
1292,11.05,"0.0","Michelle Burrell","USA","08.05.65","Seattle","24.07.1990"
1292,11.05,"+0.1","Irina Slyusar","UKR","19.03.63","Kiev","15.07.1992"
1292,11.05,"0.0","Gail Devers","USA","19.11.66","Z&uuml;rich","19.08.1992"
1292,11.05,"-0.3","Mary Onyali","NGR","03.02.68","Stuttgart","16.08.1993"
1292,11.05,"+1.1","Gwen Torrence","USA","12.06.65","Luzern","29.06.1994"
1292,11.05,"+1.1","Andrea Philipp","GER","29.07.71","Dortmund","08.06.1997"
1292,11.05,"+0.2","Zhanna Block","UKR","06.07.72","Villeneuve d'Ascq","29.06.1997"
1292,11.05,"+0.4","Merlene Ottey","JAM","10.05.60","Hechtel","19.07.1997"
1292,11.05,"+0.4","Christine Arron","FRA","13.09.73","Ath&iacute;nai","03.08.1997"
1292,11.05,"+0.4","Inger Miller","USA","12.06.72","Kingston","19.09.1997"
1292,11.05,"+0.5","Beverly McDonald","JAM","15.02.70","Waco","19.04.1998"
1292,11.05,"+0.7","Sevatheda Fynes","BAH","17.10.74","Ad-Dawhah","07.05.1998"
1292,11.05,"-0.6","Zhanna Block","UKR","06.07.72","Luzern","02.07.1998"
1292,11.05,"+0.4","Inger Miller","USA","12.06.72","Zagreb","07.07.1998"
1292,11.05,"+1.1","Sevatheda Fynes","BAH","17.10.74","Stockholm","05.08.1998"
1292,11.05,"0.0","Sevatheda Fynes","BAH","17.10.74","Monaco","08.08.1998"
1292,11.05,"0.0","Merlene Ottey","JAM","10.05.60","Monaco","08.08.1998"
1292,11.05,"-1.1","Mary Onyali","NGR","03.02.68","Dakar","19.08.1998"
1292,11.05,"+1.1","Mary Onyali","NGR","03.02.68","Johannesburg","12.09.1998"
1292,11.05,"-0.1","Debbie Ferguson-McKenzie","BAH","16.01.76","Athens","16.05.1999"
1292,11.05,"-0.4","Merlene Ottey","JAM","10.05.60","N&uuml;rnberg","13.06.1999"
1292,11.05,"+1.6","Zhanna Block","UKR","06.07.72","Hani&aacute;","28.07.1999"
1292,11.05,"+2.0","Irina Privalova","RUS","12.11.68","Tula","29.07.1999"
1292,11.05,"+0.9","Sevatheda Fynes","BAH","17.10.74","Ath&iacute;nai","28.06.2000"
1292,11.05,"-1.0","Inger Miller","USA","12.06.72","Sacramento","15.07.2000"
1292,11.05,"-0.3","Christine Arron","FRA","13.09.73","Monaco","10.08.2000"
1292,11.05,"+0.9","Chryste Gaines","USA","14.09.70","Eugene","22.06.2001"
1292,11.05,"-1.5","Chandra Sturrup","BAH","12.09.71","Lausanne","04.07.2001"
1292,11.05,"-0.1","Zhanna Block","UKR","06.07.72","Oslo","13.07.2001"
1292,11.05,"+0.3","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Edmonton","06.08.2001"
1292,11.05,"+1.4","LaTasha Jenkins","USA","19.12.77","Nashville","20.04.2002"
1292,11.05,"+0.3","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","M&uuml;nchen","07.08.2002"
1292,11.05,"+1.7","Natalya Safronnikova","BLR","28.02.73","Minsk","28.06.2003"
1292,11.05,"0.0","Torri Edwards","USA","31.01.77","Roma","11.07.2003"
1292,11.05,"-0.1","Christine Arron","FRA","13.09.73","Z&uuml;rich","15.08.2003"
1292,11.05,"+0.2","Christine Arron","FRA","13.09.73","Sainte Anne","20.05.2004"
1292,11.05,"+1.6","Inger Miller","USA","12.06.72","Eugene","19.06.2004"
1292,11.05,"+1.6","Gail Devers","USA","19.11.66","Eugene","19.06.2004"
1292,11.05,"-0.1","Aleen Bailey","JAM","25.11.80","Ath&iacute;nai","21.08.2004"
1292,11.05,"+0.2","Me'Lisa Barber","USA","04.10.80","New York City","11.06.2005"
1292,11.05,"0.0","Chandra Sturrup","BAH","12.09.71","Saint-Denis","01.07.2005"
1292,11.05,"+0.3","Me'Lisa Barber","USA","04.10.80","Bruxelles","26.08.2005"
1292,11.05,"+1.1","Lauryn Williams","USA","11.09.83","Shanghai","17.09.2005"
1292,11.05,"+0.7","Allyson Felix","USA","18.11.85","Yokohama","19.09.2005"
1292,11.05,"+2.0","Carmelita Jeter","USA","24.11.79","Carson","20.05.2007"
1292,11.05,"+1.0","Sherri-Ann Brooks","JAM","11.02.83","Kingston","23.06.2007"
1292,11.05,"+0.2","Torri Edwards","USA","31.01.77","Rethimn&oacute;","18.07.2007"
1292,11.05,"-0.5","Sanya Richards-Ross","USA","26.02.85","Stockholm","07.08.2007"
1292,11.05,"-0.2","Torri Edwards","USA","31.01.77","Osaka","27.08.2007"
1292,11.05,"-0.2","Kim Gevaert","BEL","05.08.78","Osaka","27.08.2007"
1292,11.05,"+0.3","Kim Gevaert","BEL","05.08.78","Nivelles","10.05.2008"
1292,11.05,"+1.8","Carmelita Jeter","USA","24.11.79","Eugene","28.06.2008"
1292,11.05,"+2.0","Montell Douglas","GBR","24.01.86","Loughborough","17.07.2008"
1292,11.05,"0.0","Veronica Campbell-Brown","JAM","16.05.82","London","26.07.2008"
1292,11.05,"-0.2","Kerron Stewart","JAM","16.04.84","Beijing","17.08.2008"
1292,11.05,"-0.3","Alexandra Anderson","USA","28.01.87","Norman","30.05.2009"
1292,11.05,"+1.3","Tianna Bartoletta","USA","30.08.85","New York City","30.05.2009"
1292,11.05,"+0.1","Debbie Ferguson-McKenzie","BAH","16.01.76","Berlin","17.08.2009"
1292,11.05,"+0.1","Chandra Sturrup","BAH","12.09.71","Berlin","17.08.2009"
1292,11.05,"+0.5","Kerron Stewart","JAM","16.04.84","Bruxelles","04.09.2009"
1292,11.05,"-0.3","Veronica Campbell-Brown","JAM","16.05.82","Daegu","19.05.2010"
1292,11.05,"+1.7","Yelena Nevmerzhitskaya","BLR","27.07.80","Grodno","27.06.2010"
1292,11.05,"+1.4","Kelly-Ann Baptiste","TTO","14.10.86","Split","04.09.2010"
1292,11.05,"+1.7","Schillonie Calvert","JAM","27.07.88","Hengelo","29.05.2011"
1292,11.05,"+0.5","Carrie Russel","JAM","18.10.90","Shenzhen","17.08.2011"
1292,11.05,"-0.7","Carrie Russel","JAM","18.10.90","Shenzhen","17.08.2011"
1292,11.05,"-1.5","Kelly-Ann Baptiste","TTO","14.10.86","Daegu","29.08.2011"
1292,11.05,"+1.0","Kimberlyn Duncan","USA","02.08.91","Baton Rouge","21.04.2012"
1292,11.05,"-0.1","Carmelita Jeter","USA","24.11.79","New York City","09.06.2012"
1292,11.05,"+1.3","Sherri-Ann Brooks","JAM","11.02.83","Edmonton","16.06.2012"
1292,11.05,"+1.5","Schillonie Calvert","JAM","27.07.88","Kingston","29.06.2012"
1292,11.05,"+0.6","Schillonie Calvert","JAM","27.07.88","Kingston","29.06.2012"
1292,11.05,"+1.4","Verena Sailer","GER","16.10.85","Weinheim","27.07.2012"
1292,11.05,"+1.7","Ana Cl&aacute;udia Lemos Silva","BRA","06.11.88","Bel&eacute;m","12.05.2013"
1292,11.05,"+1.2","Murielle Ahour&eacute;","CIV","23.08.87","Oslo","13.06.2013"
1292,11.05,"-0.4","Alexandra Anderson","USA","28.01.87","Padova","01.09.2013"
1292,11.05,"+0.5","Tori Bowie","USA","27.08.90","Roma","05.06.2014"
1292,11.05,"+2.0","Barbara Pierre","USA","28.04.87","Sacramento","27.06.2014"
1292,11.05,"+0.2","Blessing Okagbare","NGR","10.09.88","Kingston","09.05.2015"
1292,11.05,"+0.2","Michelle-Lee Ahye","TTO","10.04.92","Beijing","20.05.2015"
1292,11.05,"+1.0","Barbara Pierre","USA","28.04.87","Madrid","11.07.2015"
1292,11.05,"-0.2","Tori Bowie","USA","27.08.90","Stockholm","30.07.2015"
1292,11.05,"+0.7","Marie-Jos&eacute;e Ta Lou","CIV","18.11.88","Ad-Dawhah","06.05.2016"
1292,11.05,"+0.7","Simone Facey","JAM","07.05.85","Ad-Dawhah","06.05.2016"
1292,11.05,"+0.2","Christania Williams","JAM","17.10.94","London","23.07.2016"
1395,11.06,"+1.4","Annegret Richter","FRG","13.10.50","Frankfurt","14.08.1976"
1395,11.06,"-0.9","Evelyn Ashford","USA","15.04.57","Montr&eacute;al","25.08.1979"
1395,11.06,"+0.9","Romy M&uuml;ller","GDR","26.07.58","Potsdam","10.05.1980"
1395,11.06,"+0.5","Lyudmila Kondratyeva","RUS","11.04.58","Moskva","25.07.1980"
1395,11.06,"+1.0","Lyudmila Kondratyeva","RUS","11.04.58","Moskva","26.07.1980"
1395,11.06,"-0.3","Evelyn Ashford","USA","15.04.57","Viareggio","05.08.1981"
1395,11.06,"-1.3","Merlene Ottey","JAM","10.05.60","Knoxville","19.06.1982"
1395,11.06,"+1.9","Evelyn Ashford","USA","15.04.57","Oslo","07.07.1982"
1395,11.06,"-0.5","Diane Williams","USA","14.12.60","Helsinki","08.08.1983"
1395,11.06,"-1.7","Florence Griffith-Joyner","USA","21.12.59","Bruxelles","26.08.1983"
1395,11.06,"+1.4","Evelyn Ashford","USA","15.04.57","Los Angeles","04.08.1984"
1395,11.06,"-0.8","Lyudmila Kondratyeva","RUS","11.04.58","Tokyo","14.09.1984"
1395,11.06,"+1.2","Silke M&ouml;ller","GER","20.06.64","Halle","11.06.1985"
1395,11.06,"-0.5","Alice Brown","USA","20.09.60","Berlin","23.08.1985"
1395,11.06,"+1.3","Alice Brown","USA","20.09.60","Westwood","17.05.1986"
1395,11.06,"+0.4","Merlene Ottey","JAM","10.05.60","Sevilla","24.05.1986"
1395,11.06,"+0.3","Heike Drechsler","GER","16.12.64","Potsdam","11.06.1986"
1395,11.06,"-0.1","Marlies G&ouml;hr","GDR","21.03.58","Stuttgart","26.08.1986"
1395,11.06,"+0.8","Anelia Nuneva","BUL","30.06.62","Budapest","06.07.1987"
1395,11.06,"+0.8","Gail Devers","USA","19.11.66","Durham","26.07.1987"
1395,11.06,"+0.7","Pam Marshall","USA","16.08.60","Berlin","21.08.1987"
1395,11.06,"+0.9","Silke M&ouml;ller","GER","20.06.64","Dresden","11.06.1988"
1395,11.06,"+0.9","Marlies G&ouml;hr","GDR","21.03.58","Dresden","11.06.1988"
1395,11.06,"-0.5","Heike Drechsler","GER","16.12.64","Potsdam","08.09.1988"
1395,11.06,"+0.5","Merlene Ottey","JAM","10.05.60","Verona","12.09.1989"
1395,11.06,"+1.0","Evette de Klerk","RSA","21.08.65","Germiston","20.04.1990"
1395,11.06,"-0.2","Merlene Ottey","JAM","10.05.60","Madrid","09.06.1990"
1395,11.06,"+1.3","Sheila Echols","USA","02.10.64","Monaco","12.08.1990"
1395,11.06,"-0.1","Gwen Torrence","USA","12.06.65","Villeneuve d'Ascq","01.07.1991"
1395,11.06,"+1.7","Sandra Myers","ESP","04.01.61","Vigo","23.07.1991"
1395,11.06,"+0.9","Irina Privalova","RUS","12.11.68","Malm&ouml;","05.08.1991"
1395,11.06,"+0.9","Merlene Ottey","JAM","10.05.60","Tokyo","26.08.1991"
1395,11.06,"-3.0","Merlene Ottey","JAM","10.05.60","Tokyo","27.08.1991"
1395,11.06,"+1.5","Irina Privalova","RUS","12.11.68","Lausanne","07.07.1993"
1395,11.06,"-0.6","Irina Privalova","RUS","12.11.68","Stuttgart","16.08.1993"
1395,11.06,"-0.6","Mary Onyali","NGR","03.02.68","Stuttgart","16.08.1993"
1395,11.06,"0.0","Mary Onyali","NGR","03.02.68","Durham","13.08.1994"
1395,11.06,"+0.2","Mary Onyali","NGR","03.02.68","Victoria","23.08.1994"
1395,11.06,"+1.9","Juliet Cuthbert","JAM","09.04.64","Lausanne","05.07.1995"
1395,11.06,"+1.9","Zhanna Block","UKR","06.07.72","Lausanne","05.07.1995"
1395,11.06,"+1.6","Carlette Guidry","USA","04.09.68","Atlanta","18.05.1996"
1395,11.06,"+1.1","Carlette Guidry","USA","04.09.68","Atlanta","15.06.1996"
1395,11.06,"+1.1","Dannette Young","USA","06.10.64","Atlanta","15.06.1996"
1395,11.06,"+1.1","Dannette Young","USA","06.10.64","Atlanta","15.06.1996"
1395,11.06,"+0.6","Melanie Paschke","GER","29.06.70","K&ouml;ln","21.06.1996"
1395,11.06,"-0.1","Mary Onyali","NGR","03.02.68","Paris","28.06.1996"
1395,11.06,"+0.8","Marina Trandenkova","RUS","07.01.67","Sankt Peterburg","02.07.1996"
1395,11.06,"+1.3","Gwen Torrence","USA","12.06.65","Oslo","05.07.1996"
1395,11.06,"+1.9","Chandra Sturrup","BAH","12.09.71","Nassau","15.07.1996"
1395,11.06,"+0.6","Juliet Cuthbert","JAM","09.04.64","Atlanta","26.07.1996"
1395,11.06,"-0.7","Marina Trandenkova","RUS","07.01.67","Atlanta","27.07.1996"
1395,11.06,"+1.3","Chryste Gaines","USA","14.09.70","Milano","07.09.1996"
1395,11.06,"+0.1","Chryste Gaines","USA","14.09.70","Indianapolis","12.06.1997"
1395,11.06,"0.0","Marion Jones","USA","12.10.75","Oslo","04.07.1997"
1395,11.06,"+0.6","Gail Devers","USA","19.11.66","Linz","09.07.1997"
1395,11.06,"-1.2","Gail Devers","USA","19.11.66","Z&uuml;rich","13.08.1997"
1395,11.06,"-0.6","Tian Yumei","CHN","28.12.65","Shanghai","17.10.1997"
1395,11.06,"0.0","Tian Yumei","CHN","28.12.65","Shanghai","18.10.1997"
1395,11.06,"+0.1","Sevatheda Fynes","BAH","17.10.74","Chengdu","12.05.1998"
1395,11.06,"-0.5","Zhanna Block","UKR","06.07.72","Oslo","09.07.1998"
1395,11.06,"-0.3","Inger Miller","USA","12.06.72","Malm&ouml;","03.08.1998"
1395,11.06,"-0.8","Zhanna Block","UKR","06.07.72","Budapest","18.08.1998"
1395,11.06,"-0.7","Marion Jones","USA","12.10.75","Cape Town","26.03.1999"
1395,11.06,"-0.4","Inger Miller","USA","12.06.72","Modesto","08.05.1999"
1395,11.06,"+1.1","Peta-Gaye Dowdie","JAM","18.01.77","Boise","04.06.1999"
1395,11.06,"-0.9","Inger Miller","USA","12.06.72","Ath&iacute;nai","16.06.1999"
1395,11.06,"+1.1","Ekater&iacute;ni Th&aacute;nou","GRE","01.02.75","Lausanne","02.07.1999"
1395,11.06,"-0.2","Inger Miller","USA","12.06.72","Linz","26.07.1999"
1395,11.06,"+0.3","Debbie Ferguson-McKenzie","BAH","16.01.76","Sevilla","21.08.1999"
1395,11.06,"+0.7","Andrea Philipp","GER","29.07.71","Sevilla","21.08.1999"
1395,11.06,"-0.1","Chandra Sturrup","BAH","12.09.71","Sevilla","22.08.1999"
1395,11.06,"+0.9","Torri Edwards","USA","31.01.77","Ath&iacute;nai","28.06.2000"
1395,11.06,"+1.3","Torri Edwards","USA","31.01.77","Sacramento","14.07.2000"
1395,11.06,"-1.2","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","11.08.2000"
1395,11.06,"+0.3","Chryste Gaines","USA","14.09.70","Sydney","22.09.2000"
1395,11.06,"+1.0","Mercy Nku","NGR","17.07.76","Lausanne","04.07.2001"
1395,11.06,"+0.1","Debbie Ferguson-McKenzie","BAH","16.01.76","Monaco","20.07.2001"
1395,11.06,"-0.3","Chryste Gaines","USA","14.09.70","Edmonton","06.08.2001"
1395,11.06,"+1.1","Endurance Ojokolo","NGR","29.09.75","Z&uuml;rich","17.08.2001"
1395,11.06,"+0.6","Angela Williams","USA","30.01.80","Walnut","21.04.2002"
1395,11.06,"+0.9","Muriel Hurtis","FRA","25.03.79","Ath&iacute;nai","10.06.2002"
1395,11.06,"-0.2","Tayna Lawrence","JAM","17.09.75","Kingston","21.06.2002"
1395,11.06,"+0.1","Chryste Gaines","USA","14.09.70","Saint-Denis","05.07.2002"
1395,11.06,"-0.3","Tayna Lawrence","JAM","17.09.75","Madrid","20.09.2002"
1395,11.06,"-0.4","Chandra Sturrup","BAH","12.09.71","Saint-Denis","24.08.2003"
1395,11.06,"+0.9","Christine Arron","FRA","13.09.73","Saint-Denis","24.08.2003"
1395,11.06,"+1.2","Torri Edwards","USA","31.01.77","Monaco","14.09.2003"
1395,11.06,"+0.6","Ivet Lalova-Collio","BUL","18.05.84","Schwechat","30.05.2004"
1395,11.06,"-1.2","Veronica Campbell-Brown","JAM","16.05.82","Kingston","26.06.2004"
1395,11.06,"-0.4","Yuliya Nesterenko","BLR","15.06.79","Ir&aacute;klio","04.07.2004"
1395,11.06,"-0.7","Christine Arron","FRA","13.09.73","Z&uuml;rich","06.08.2004"
1395,11.06,"+0.1","LaTasha Colander","USA","23.08.76","Santo Domingo","14.05.2005"
1395,11.06,"+0.1","Christine Arron","FRA","13.09.73","Oslo","29.07.2005"
1395,11.06,"+0.3","Chandra Sturrup","BAH","12.09.71","Bruxelles","26.08.2005"
1395,11.06,"+1.0","Me'Lisa Barber","USA","04.10.80","Carson","21.05.2006"
1395,11.06,"+0.1","Torri Edwards","USA","31.01.77","Gateshead","11.06.2006"
1395,11.06,"+0.1","Torri Edwards","USA","31.01.77","Saint-Denis","08.07.2006"
1395,11.06,"+1.8","Kim Gevaert","BEL","05.08.78","G&ouml;teborg","09.08.2006"
1395,11.06,"-0.2","Torri Edwards","USA","31.01.77","Stuttgart","10.09.2006"
1395,11.06,"+2.0","Marshevet Hooker","USA","25.09.84","Carson","20.05.2007"
1395,11.06,"+1.4","Angela Williams","USA","30.01.80","Clermont","09.06.2007"
1395,11.06,"+0.6","Christine Arron","FRA","13.09.73","Monaco","25.07.2007"
1395,11.06,"-0.1","Kim Gevaert","BEL","05.08.78","Osaka","27.08.2007"
1395,11.06,"+1.9","Kelly-Ann Baptiste","TTO","14.10.86","Austin","05.04.2008"
1395,11.06,"+1.3","Allyson Felix","USA","18.11.85","Eugene","08.06.2008"
1395,11.06,"+0.7","Angela Williams","USA","30.01.80","Eugene","27.06.2008"
1395,11.06,"+1.9","Chandra Sturrup","BAH","12.09.71","Luzern","16.07.2008"
1395,11.06,"0.0","Torri Edwards","USA","31.01.77","London","26.07.2008"
1395,11.06,"+0.1","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Beijing","16.08.2008"
1395,11.06,"-0.7","Muna Lee","USA","30.10.81","Beijing","17.08.2008"
1395,11.06,"+0.2","Kerron Stewart","JAM","16.04.84","Lausanne","02.09.2008"
1395,11.06,"0.0","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Rieti","07.09.2008"
1395,11.06,"+0.3","Kerron Stewart","JAM","16.04.84","Stuttgart","14.09.2008"
1395,11.06,"+0.3","Marshevet Hooker","USA","25.09.84","Stuttgart","14.09.2008"
1395,11.06,"0.0","Carmelita Jeter","USA","24.11.79","Lausanne","07.07.2009"
1395,11.06,"+0.4","Kelly-Ann Baptiste","TTO","14.10.86","Roma","10.07.2009"
1395,11.06,"+0.8","Lauryn Williams","USA","11.09.83","Berlin","16.08.2009"
1395,11.06,"-0.3","Chandra Sturrup","BAH","12.09.71","Berlin","16.08.2009"
1395,11.06,"0.0","LaShauntea Moore","USA","31.07.83","Des Moines","24.04.2010"
1395,11.06,"-0.3","Blessing Okagbare","NGR","10.09.88","Calabar","25.06.2010"
1395,11.06,"+1.1","Sherone Simpson","JAM","12.08.84","London","14.08.2010"
1395,11.06,"-0.3","Carmelita Jeter","USA","24.11.79","London","14.08.2010"
1395,11.06,"+1.9","Murielle Ahour&eacute;","CIV","23.08.87","Greensboro","15.05.2011"
1395,11.06,"-1.4","Veronica Campbell-Brown","JAM","16.05.82","Daegu","29.08.2011"
1395,11.06,"0.0","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Roma","31.05.2012"
1395,11.06,"+1.7","Ivet Lalova-Collio","BUL","18.05.84","Helsinki","27.06.2012"
1395,11.06,"+1.3","Tianna Bartoletta","USA","30.08.85","London","14.07.2012"
