"","Rank","Time","Wind","Name","Country","Birthdate","City","Date","CityDate"
"2292",2276,10.08,0.7,"Robson Caetano da Silva","BRA","04.09.64","S&atilde;o Paulo","15.06.1991","S&atilde;o Paulo 15.06.1991"
"2040",2011,10.07,1.6,"Dennis Mitchell","USA","20.02.66","S&atilde;o Paulo","21.05.1994","S&atilde;o Paulo 21.05.1994"
"1018",954,10.01,2,"Dwain Chambers","GBR","05.04.78","S&atilde;o Paulo","22.05.2011","S&atilde;o Paulo 22.05.2011"
"1129",1069,10.02,1.8,"Trindon Holliday","USA","27.04.86","Sacramento","06.06.2007","Sacramento 06.06.2007"
"325",302,9.93,0,"Walter Dix","USA","31.01.86","Sacramento","08.06.2007","Sacramento 08.06.2007"
"2673",2532,10.09,-0.5,"Xavier Carter","USA","08.12.85","Sacramento","10.06.2006","Sacramento 10.06.2006"
"880",834,10,-0.7,"Shawn Crawford","USA","14.01.78","Sacramento","10.07.2004","Sacramento 10.07.2004"
"238",228,9.91,0,"Maurice Greene","USA","23.07.74","Sacramento","11.07.2004","Sacramento 11.07.2004"
"316",302,9.93,0.3,"Maurice Greene","USA","23.07.74","Sacramento","14.07.2000","Sacramento 14.07.2000"
"973",954,10.01,-1.7,"Maurice Greene","USA","23.07.74","Sacramento","15.07.2000","Sacramento 15.07.2000"
"1202",1202,10.03,0.9,"Jim Hines","USA","10.09.46","Sacramento","20.06.1968","Sacramento 20.06.1968"
"2225",2011,10.07,1.7,"Charles Silmon","USA","04.07.91","Sacramento","27.06.2014","Sacramento 27.06.2014"
"2628",2532,10.09,1.4,"Greg Saddler","USA","29.06.74","Saint Martin","04.05.2002","Saint Martin 04.05.2002"
"1463",1366,10.04,1.1,"Abdul Aziz Zakari","GHA","02.09.76","Saint-Denis","01.07.2005","Saint-Denis 01.07.2005"
"2594",2532,10.09,-0.6,"Frank Fredericks","NAM","02.10.67","Saint-Denis","02.06.1997","Saint-Denis 02.06.1997"
"417",413,9.95,1.1,"Frank Fredericks","NAM","02.10.67","Saint-Denis","03.06.1996","Saint-Denis 03.06.1996"
"1664",1581,10.05,0,"Bernard Williams","USA","19.01.78","Saint-Denis","04.07.2003","Saint-Denis 04.07.2003"
"49",48,9.81,1.3,"Asafa Powell","JAM","23.11.82","Saint-Denis","04.07.2015","Saint-Denis 04.07.2015"
"768",728,9.99,0.4,"Maurice Greene","USA","23.07.74","Saint-Denis","05.07.2002","Saint-Denis 05.07.2002"
"934",834,10,-0.8,"Mike Rodgers","USA","24.04.85","Saint-Denis","05.07.2014","Saint-Denis 05.07.2014"
"501",473,9.96,-0.4,"Maurice Greene","USA","23.07.74","Saint-Denis","06.07.2001","Saint-Denis 06.07.2001"
"889",834,10,-0.1,"Derrick Atkins","BAH","05.01.84","Saint-Denis","06.07.2007","Saint-Denis 06.07.2007"
"802",728,9.99,0,"Tyson Gay","USA","09.08.82","Saint-Denis","06.07.2012","Saint-Denis 06.07.2012"
"88",83,9.85,0.1,"Asafa Powell","JAM","23.11.82","Saint-Denis","08.07.2006","Saint-Denis 08.07.2006"
"76",69,9.84,-0.3,"Usain Bolt","JAM","21.08.86","Saint-Denis","16.07.2010","Saint-Denis 16.07.2010"
"35",34,9.79,-0.2,"Usain Bolt","JAM","21.08.86","Saint-Denis","17.07.2009","Saint-Denis 17.07.2009"
"2549",2532,10.09,1.5,"Bruny Surin","CAN","12.07.67","Saint-Denis","19.07.1991","Saint-Denis 19.07.1991"
"1882",1779,10.06,-1,"Francis Obikwelu","POR","22.11.78","Saint-Denis","23.07.2004","Saint-Denis 23.07.2004"
"984",954,10.01,0,"Darrel Brown","TTO","11.10.84","Saint-Denis","24.08.2003","Saint-Denis 24.08.2003"
"2115",2011,10.07,0,"Kim Collins","SKN","05.04.76","Saint-Denis","25.08.2003","Saint-Denis 25.08.2003"
"556",473,9.96,-0.1,"Ben Youssef Meit&eacute;","CIV","11.11.86","Saint-Denis","27.08.2016","Saint-Denis 27.08.2016"
"1117",1069,10.02,1.9,"Mark Jelks","USA","10.04.84","Salamanca","06.07.2005","Salamanca 06.07.2005"
"1600",1581,10.05,0.6,"Bruny Surin","CAN","12.07.67","Salamanca","13.07.1992","Salamanca 13.07.1992"
"1054",954,10.01,0.8,"Femi Ogunode","QAT","31.01.91","Samor&iacute;n","04.06.2016","Samor&iacute;n 04.06.2016"
"2278",2276,10.08,0.1,"Darrell Green","USA","15.02.60","San Angelo","13.04.1983","San Angelo 13.04.1983"
"2652",2532,10.09,1.5,"Joshua Norman","USA","26.07.80","San Diego","17.06.2004","San Diego 17.06.2004"
"2326",2276,10.08,1.1,"Percival Spencer","JAM","24.02.75","San Diego","23.05.1997","San Diego 23.05.1997"
"2249",2011,10.07,1.9,"Sheldon Mitchell","JAM","19.07.90","San Jos&eacute;","07.08.2015","San Jos&eacute; 07.08.2015"
"2812",2532,10.09,-0.1,"Remontay McClain","USA","21.09.92","San Jos&eacute;","08.08.2015","San Jos&eacute; 08.08.2015"
"1372",1366,10.04,1.8,"Mark Witherspoon","USA","03.09.63","San Jos&eacute;","27.06.1987","San Jos&eacute; 27.06.1987"
"957",954,10.01,2,"Andre Cason","USA","20.01.69","San Jos&eacute;","28.05.1994","San Jos&eacute; 28.05.1994"
"2047",2011,10.07,-1.9,"Dennis Mitchell","USA","20.02.66","Sankt Peterburg","25.07.1994","Sankt Peterburg 25.07.1994"
"2041",2011,10.07,1.1,"Emmanuel Tuffour","GHA","02.12.66","Schriesheim","18.06.1994","Schriesheim 18.06.1994"
"1596",1581,10.05,1.1,"Leroy Burrell","USA","21.02.67","Seattle","23.07.1990","Seattle 23.07.1990"
"731",728,9.99,1.4,"Carl Lewis","USA","01.07.61","Seoul","23.09.1988","Seoul 23.09.1988"
"264",264,9.92,1.1,"Carl Lewis","USA","01.07.61","Seoul","24.09.1988","Seoul 24.09.1988"
"477",473,9.96,1.2,"Leroy Burrell","USA","21.02.67","Sestriere","08.08.1990","Sestriere 08.08.1990"
"978",954,10.01,0.6,"Dwain Chambers","GBR","05.04.78","Sevilla","08.06.2001","Sevilla 08.06.2001"
"234",228,9.91,-0.2,"Maurice Greene","USA","23.07.74","Sevilla","21.08.1999","Sevilla 21.08.1999"
"41",41,9.8,0.2,"Maurice Greene","USA","23.07.74","Sevilla","22.08.1999","Sevilla 22.08.1999"
"2020",2011,10.07,-0.1,"Emmit King","USA","24.03.59","Sevilla","24.05.1986","Sevilla 24.05.1986"
"2021",2011,10.07,0.5,"Carl Lewis","USA","01.07.61","Sevilla","28.05.1987","Sevilla 28.05.1987"
"1593",1581,10.05,1.3,"Mark Witherspoon","USA","03.09.63","Sevilla","30.05.1990","Sevilla 30.05.1990"
"402",354,9.94,0,"Justin Gatlin","USA","10.02.82","Shanghai","14.05.2016","Shanghai 14.05.2016"
"444",413,9.95,0.3,"Asafa Powell","JAM","23.11.82","Shanghai","15.05.2011","Shanghai 15.05.2011"
"993",954,10.01,-0.4,"Justin Gatlin","USA","10.02.82","Shanghai","17.09.2005","Shanghai 17.09.2005"
"288",264,9.92,0,"Justin Gatlin","USA","10.02.82","Shanghai","18.05.2014","Shanghai 18.05.2014"
"1153",1069,10.02,-0.4,"Asafa Powell","JAM","23.11.82","Shanghai","19.05.2012","Shanghai 19.05.2012"
"1696",1581,10.05,0.3,"Michael Frater","JAM","06.10.82","Shanghai","20.09.2008","Shanghai 20.09.2008"
"4",3,9.69,2,"Tyson Gay","USA","09.08.82","Shanghai","20.09.2009","Shanghai 20.09.2009"
"1282",1202,10.03,0.4,"Marcus Brunson","USA","24.04.78","Shanghai","23.09.2006","Shanghai 23.09.2006"
"509",473,9.96,0,"Wallace Spearmon","USA","24.12.84","Shanghai","28.09.2007","Shanghai 28.09.2007"
"2551",2532,10.09,2,"Linford Christie","GBR","02.04.60","Sheffield","15.09.1991","Sheffield 15.09.1991"
"989",954,10.01,1.1,"Kim Collins","SKN","05.04.76","Sheffield","21.08.2005","Sheffield 21.08.2005"
"1822",1779,10.06,0.9,"Osmond Ezinwa","NGR","22.11.71","Sheffield","25.08.1996","Sheffield 25.08.1996"
"2474",2276,10.08,1.1,"Zhang Peimeng","CHN","13.03.87","Shenyang","08.09.2013","Shenyang 08.09.2013"
"2274",2276,10.08,0.2,"Silvio Leonard","CUB","20.09.55","Sofia","20.08.1977","Sofia 20.08.1977"
"2483",2276,10.08,-0.6,"Femi Ogunode","QAT","31.01.91","Sofia","28.06.2014","Sofia 28.06.2014"
"1286",1202,10.03,0.6,"Samuel Francis","QAT","27.03.87","Sofia","30.06.2008","Sofia 30.06.2008"
"1635",1581,10.05,1.8,"Seun Ogunkoya","NGR","28.12.77","Sopot","13.06.1998","Sopot 13.06.1998"
"1188",1069,10.02,0.6,"Keston Bledman","TTO","08.03.88","Sotteville-l&egrave;s-Rouen","06.07.2015","Sotteville-l&egrave;s-Rouen 06.07.2015"
"1285",1202,10.03,1.8,"Usain Bolt","JAM","21.08.86","Spanish Town","08.03.2008","Spanish Town 08.03.2008"
"772",728,9.99,1.8,"Asafa Powell","JAM","23.11.82","Spanish Town","12.06.2004","Spanish Town 12.06.2004"
"2418",2276,10.08,1.5,"Yohan Blake","JAM","26.12.89","Spanish Town","14.03.2009","Spanish Town 14.03.2009"
"1930",1779,10.06,0.7,"Christophe Lemaitre","FRA","11.06.90","Split","04.09.2010","Split 04.09.2010"
"2547",2532,10.09,0.3,"Linford Christie","GBR","02.04.60","Split","28.08.1990","Split 28.08.1990"
"1767",1581,10.05,1.1,"Barakat Al-Harthi","OMA","15.06.88","Stara Zagora","09.06.2016","Stara Zagora 09.06.2016"
"1539",1366,10.04,2,"Diondre Batson","USA","13.07.92","Starkville","03.05.2014","Starkville 03.05.2014"
"213",198,9.9,2,"Steve Mullings","JAM","29.11.82","Starkville","16.04.2011","Starkville 16.04.2011"
"2608",2532,10.09,0.7,"Eric Nkansah","GHA","12.12.74","Steinbach","25.07.1999","Steinbach 25.07.1999"
"1996",1779,10.06,-0.1,"Akani Simbine","RSA","21.09.93","Stellenbosch","15.04.2016","Stellenbosch 15.04.2016"
"2795",2532,10.09,-0.3,"Akani Simbine","RSA","21.09.93","Stellenbosch","24.04.2015","Stellenbosch 24.04.2015"
"974",954,10.01,0.4,"Ato Boldon","TTO","30.12.73","Stockholm","01.08.2000","Stockholm 01.08.2000"
"206",198,9.9,0.3,"Maurice Greene","USA","23.07.74","Stockholm","05.08.1998","Stockholm 05.08.1998"
"77",69,9.84,0,"Tyson Gay","USA","09.08.82","Stockholm","06.08.2010","Stockholm 06.08.2010"
"421",413,9.95,0.6,"Ato Boldon","TTO","30.12.73","Stockholm","07.07.1997","Stockholm 07.07.1997"
"1477",1366,10.04,-0.3,"Asafa Powell","JAM","23.11.82","Stockholm","07.08.2007","Stockholm 07.08.2007"
"2061",2011,10.07,0.3,"Ato Boldon","TTO","30.12.73","Stockholm","08.07.1996","Stockholm 08.07.1996"
"568",557,9.97,0.9,"Dennis Mitchell","USA","20.02.66","Stockholm","12.07.1994","Stockholm 12.07.1994"
"2372",2276,10.08,-0.1,"Kim Collins","SKN","05.04.76","Stockholm","16.07.2002","Stockholm 16.07.2002"
"2624",2532,10.09,0.6,"Ato Boldon","TTO","30.12.73","Stockholm","17.07.2001","Stockholm 17.07.2001"
"340",302,9.93,0.7,"Ryan Bailey","USA","13.04.89","Stockholm","17.08.2012","Stockholm 17.08.2012"
"446",413,9.95,1,"Christophe Lemaitre","FRA","11.06.90","Stockholm","18.06.2011","Stockholm 18.06.2011"
"536",473,9.96,2,"Nesta Carter","JAM","10.11.85","Stockholm","21.08.2014","Stockholm 21.08.2014"
"158",151,9.88,0.4,"Asafa Powell","JAM","23.11.82","Stockholm","22.07.2008","Stockholm 22.07.2008"
"113",104,9.86,0.2,"Asafa Powell","JAM","23.11.82","Stockholm","25.07.2006","Stockholm 25.07.2006"
"881",834,10,1.1,"Abdul Aziz Zakari","GHA","02.09.76","Stockholm","27.07.2004","Stockholm 27.07.2004"
"135",131,9.87,0.6,"Maurice Greene","USA","23.07.74","Stockholm","30.07.1999","Stockholm 30.07.1999"
"814",728,9.99,1.6,"Bryce Robinson","USA","13.11.93","Storrs","17.05.2015","Storrs 17.05.2015"
"617",557,9.97,0.5,"Daniel Bailey","ANT","09.09.86","Strasbourg","12.06.2011","Strasbourg 12.06.2011"
"579",557,9.97,1,"Ato Boldon","TTO","30.12.73","Stuttgart","06.06.1999","Stuttgart 06.06.1999"
"182",175,9.89,0.9,"Asafa Powell","JAM","23.11.82","Stuttgart","09.09.2006","Stuttgart 09.09.2006"
"202",198,9.9,0,"Ato Boldon","TTO","30.12.73","Stuttgart","13.07.1997","Stuttgart 13.07.1997"
"140",131,9.87,0.4,"Asafa Powell","JAM","23.11.82","Stuttgart","13.09.2008","Stuttgart 13.09.2008"
"482",473,9.96,-0.1,"Andre Cason","USA","20.01.69","Stuttgart","14.08.1993","Stuttgart 14.08.1993"
"131",131,9.87,0.3,"Linford Christie","GBR","02.04.60","Stuttgart","15.08.1993","Stuttgart 15.08.1993"
"63",63,9.83,-0.3,"Asafa Powell","JAM","23.11.82","Stuttgart","22.09.2007","Stuttgart 22.09.2007"
"372",354,9.94,1.8,"Shawn Crawford","USA","14.01.78","Suita","11.05.2002","Suita 11.05.2002"
"2791",2532,10.09,1.5,"Kemarley Brown","JAM","20.07.92","Sundsvall","20.07.2014","Sundsvall 20.07.2014"
"368",354,9.94,1.3,"Frank Fredericks","NAM","02.10.67","Sydney","20.02.1999","Sydney 20.02.1999"
"1437",1366,10.04,0.8,"Obadele Thompson","BAR","30.03.76","Sydney","22.09.2000","Sydney 22.09.2000"
"136",131,9.87,-0.3,"Maurice Greene","USA","23.07.74","Sydney","23.09.2000","Sydney 23.09.2000"
"754",728,9.99,-0.5,"Maurice Greene","USA","23.07.74","Sydney","28.02.1998","Sydney 28.02.1998"
"1189",1069,10.02,-1.1,"Justin Gatlin","USA","10.02.82","Sz&eacute;kesfeh&eacute;rv&aacute;r","07.07.2015","Sz&eacute;kesfeh&eacute;rv&aacute;r 07.07.2015"
"196",175,9.89,1.9,"Akani Simbine","RSA","21.09.93","Sz&eacute;kesfeh&eacute;rv&aacute;r","18.07.2016","Sz&eacute;kesfeh&eacute;rv&aacute;r 18.07.2016"
"54",51,9.82,1.4,"Asafa Powell","JAM","23.11.82","Szczecin","15.09.2009","Szczecin 15.09.2009"
"187",175,9.89,1.1,"Asafa Powell","JAM","23.11.82","Szczecin","17.09.2008","Szczecin 17.09.2008"
"2766",2532,10.09,1.9,"Michael Frater","JAM","06.10.82","Szczecin","21.07.2012","Szczecin 21.07.2012"
"1724",1581,10.05,1.2,"Michael Frater","JAM","06.10.82","Taipei","26.05.2012","Taipei 26.05.2012"
"690",650,9.98,0,"Walter Dix","USA","31.01.86","Tallahassee","08.05.2010","Tallahassee 08.05.2010"
"1970",1779,10.06,1.2,"Dentarius Locke","USA","12.12.89","Tallahassee","09.05.2014","Tallahassee 09.05.2014"
"896",834,10,-1.1,"Walter Dix","USA","31.01.86","Tallahassee","11.04.2009","Tallahassee 11.04.2009"
"2285",2276,10.08,-0.1,"Andre Cason","USA","20.01.69","Tallahassee","24.06.1988","Tallahassee 24.06.1988"
"2692",2532,10.09,-0.9,"Travis Padgett","USA","13.12.86","Tallahassee","31.05.2008","Tallahassee 31.05.2008"
"1997",1779,10.06,0.8,"Walter Dix","USA","31.01.86","Tallahassee,","16.04.2016","Tallahassee, 16.04.2016"
"2189",2011,10.07,0.3,"Jimmy Vicaut","FRA","27.02.92","Tallinn","22.07.2011","Tallinn 22.07.2011"
"1373",1366,10.04,0.5,"Emmit King","USA","24.03.59","Tampa","17.06.1988","Tampa 17.06.1988"
"1354",1202,10.03,2,"Tyson Gay","USA","09.08.82","Tampa","27.05.2016","Tampa 27.05.2016"
"1585",1581,10.05,1.8,"Harvey Glance","USA","28.03.57","Tampa","30.03.1985","Tampa 30.03.1985"
"960",954,10.01,0.6,"Jeff Laynes","USA","03.10.70","Tempe","06.04.1996","Tempe 06.04.1996"
"1051",954,10.01,1.1,"Hua Wilfried Koffi","CIV","24.09.89","Tempe","09.04.2016","Tempe 09.04.2016"
"1257",1202,10.03,-0.1,"Coby Miller","USA","19.10.76","Tempe","10.04.1999","Tempe 10.04.1999"
"1647",1581,10.05,0,"Coby Miller","USA","19.10.76","Tempe","15.04.2000","Tempe 15.04.2000"
"161",151,9.88,-0.2,"Tyson Gay","USA","09.08.82","Thessalon&iacute;ki","12.09.2009","Thessalon&iacute;ki 12.09.2009"
"1416",1366,10.04,0.2,"Frank Fredericks","NAM","02.10.67","Tokyo","06.09.1997","Tokyo 06.09.1997"
"2544",2532,10.09,0.4,"Carl Lewis","USA","01.07.61","Tokyo","08.10.1988","Tokyo 08.10.1988"
"1172",1069,10.02,-3.5,"Justin Gatlin","USA","10.02.82","Tokyo","11.05.2014","Tokyo 11.05.2014"
"1083",1069,10.02,0.8,"Linford Christie","GBR","02.04.60","Tokyo","15.09.1994","Tokyo 15.09.1994"
"844",834,10,0.6,"Linford Christie","GBR","02.04.60","Tokyo","15.09.1995","Tokyo 15.09.1995"
"1776",1779,10.06,1.1,"Robert Hayes","USA","20.12.42","Tokyo","15.10.1964","Tokyo 15.10.1964"
"1089",1069,10.02,1.2,"Frank Fredericks","NAM","02.10.67","Tokyo","16.09.1996","Tokyo 16.09.1996"
"2085",2011,10.07,-1.5,"Ato Boldon","TTO","30.12.73","Tokyo","19.09.1998","Tokyo 19.09.1998"
"104",104,9.86,1.2,"Carl Lewis","USA","01.07.61","Tokyo","25.08.1991","Tokyo 25.08.1991"
"2698",2532,10.09,0.3,"J-Mee Samuels","USA","20.05.87","Toluca","18.07.2008","Toluca 18.07.2008"
"2563",2532,10.09,0.5,"Dennis Mitchell","USA","20.02.66","Torino","04.09.1992","Torino 04.09.1992"
"899",834,10,-0.9,"Usain Bolt","JAM","21.08.86","Toronto","11.06.2009","Toronto 11.06.2009"
"1989",1779,10.06,1.9,"Andre De Grasse","CAN","10.11.94","Toronto","21.07.2015","Toronto 21.07.2015"
"1758",1581,10.05,1.1,"Andre De Grasse","CAN","10.11.94","Toronto","22.07.2015","Toronto 22.07.2015"
"2002",1779,10.06,-0.5,"Ryota Yamagata","JPN","10.06.92","Tottori","05.06.2016","Tottori 05.06.2016"
"2651",2532,10.09,1.5,"Nobuharu Asahara","JPN","21.06.72","Tottori","06.06.2004","Tottori 06.06.2004"
"1183",1069,10.02,-0.7,"Jimmy Vicaut","FRA","27.02.92","Tourcoing","24.05.2015","Tourcoing 24.05.2015"
"877",834,10,0,"Deji Aliu","NGR","22.11.75","Tr&iacute;kala","24.06.2003","Tr&iacute;kala 24.06.2003"
"2308",2276,10.08,0.4,"Ato Boldon","TTO","30.12.73","Tucson","20.05.1995","Tucson 20.05.1995"
"2405",2276,10.08,0.2,"Trindon Holliday","USA","27.04.86","Tuscaloosa","13.05.2007","Tuscaloosa 13.05.2007"
"2573",2532,10.09,0.6,"Tim Harden","USA","27.01.74","Tuscaloosa","21.05.1995","Tuscaloosa 21.05.1995"
"2421",2276,10.08,-1,"Mike Rodgers","USA","24.04.85","Uberl&acirc;ndia","20.05.2009","Uberl&acirc;ndia 20.05.2009"
"1746",1581,10.05,1.8,"Julian Reus","GER","29.04.88","Ulm","26.07.2014","Ulm 26.07.2014"
"489",473,9.96,-1,"Maurice Greene","USA","23.07.74","Uniondale","21.07.1998","Uniondale 21.07.1998"
"1707",1581,10.05,0,"Christophe Lemaitre","FRA","11.06.90","Valence","08.07.2010","Valence 08.07.2010"
"691",650,9.98,1.3,"Christophe Lemaitre","FRA","11.06.90","Valence","09.07.2010","Valence 09.07.2010"
"819",728,9.99,-0.2,"Akani Simbine","RSA","21.09.93","Velenje","01.07.2015","Velenje 01.07.2015"
"2779",2532,10.09,1.4,"Rakieem Salaam","USA","05.04.90","Velenje","04.06.2013","Velenje 04.06.2013"
"1081",1069,10.02,0.2,"Linford Christie","GBR","02.04.60","Victoria","22.08.1994","Victoria 22.08.1994"
"228",228,9.91,1.9,"Linford Christie","GBR","02.04.60","Victoria","23.08.1994","Victoria 23.08.1994"
"2548",2532,10.09,0.8,"Dennis Mitchell","USA","20.02.66","Villeneuve d'Ascq","01.07.1991","Villeneuve d'Ascq 01.07.1991"
"1220",1202,10.03,1.5,"Andre Cason","USA","20.01.69","Villeneuve d'Ascq","02.07.1993","Villeneuve d'Ascq 02.07.1993"
"1636",1581,10.05,1.6,"Ato Boldon","TTO","30.12.73","Villeneuve d'Ascq","11.07.1998","Villeneuve d'Ascq 11.07.1998"
"293",264,9.92,0.7,"Jimmy Vicaut","FRA","27.02.92","Villeneuve d'Ascq","11.07.2015","Villeneuve d'Ascq 11.07.2015"
"2378",2276,10.08,0.8,"Deji Aliu","NGR","22.11.75","Villeneuve d'Ascq","15.06.2003","Villeneuve d'Ascq 15.06.2003"
"2361",2276,10.08,0.7,"Bruny Surin","CAN","12.07.67","Villeneuve d'Ascq","17.06.2000","Villeneuve d'Ascq 17.06.2000"
"1612",1581,10.05,2,"Linford Christie","GBR","02.04.60","Villeneuve d'Ascq","24.06.1995","Villeneuve d'Ascq 24.06.1995"
"744",728,9.99,1,"Frank Fredericks","NAM","02.10.67","Villeneuve d'Ascq","25.05.1996","Villeneuve d'Ascq 25.05.1996"
"1591",1581,10.05,-0.1,"Carl Lewis","USA","01.07.61","Villeneuve d'Ascq","25.06.1989","Villeneuve d'Ascq 25.06.1989"
"476",473,9.96,0.7,"Leroy Burrell","USA","21.02.67","Villeneuve d'Ascq","29.06.1990","Villeneuve d'Ascq 29.06.1990"
"420",413,9.95,0.7,"Frank Fredericks","NAM","02.10.67","Villeneuve d'Ascq","29.06.1997","Villeneuve d'Ascq 29.06.1997"
"1182",1069,10.02,0.7,"Trayvon Bromell","USA","10.07.95","Waco","18.04.2015","Waco 18.04.2015"
"562",557,9.97,1,"Raymond Stewart","JAM","18.03.65","Waco","20.05.1989","Waco 20.05.1989"
"2606",2532,10.09,1.7,"Gerald Williams","USA","24.02.78","Walnut","08.05.1999","Walnut 08.05.1999"
"2379",2276,10.08,0.9,"Obadele Thompson","BAR","30.03.76","Walnut","12.07.2003","Walnut 12.07.2003"
"1932",1779,10.06,0.7,"Jaysuma Saidy Ndure","NOR","01.01.84","Walnut","16.04.2011","Walnut 16.04.2011"
"2014",2011,10.07,1.2,"James Sanford","USA","27.12.57","Walnut","16.06.1979","Walnut 16.06.1979"
"842",834,10,1,"Michael Marsh","USA","04.08.67","Walnut","17.04.1994","Walnut 17.04.1994"
"343",302,9.93,1.8,"Kemarley Brown","JAM","20.07.92","Walnut","17.05.2014","Walnut 17.05.2014"
"307",302,9.93,-0.6,"Michael Marsh","USA","04.08.67","Walnut","18.04.1992","Walnut 18.04.1992"
"1110",1069,10.02,-1.6,"Maurice Greene","USA","23.07.74","Walnut","18.04.2004","Walnut 18.04.2004"
"107",104,9.86,1.8,"Ato Boldon","TTO","30.12.73","Walnut","19.04.1998","Walnut 19.04.1998"
"1969",1779,10.06,0,"Diondre Batson","USA","13.07.92","Walnut","19.04.2014","Walnut 19.04.2014"
"1528",1366,10.04,-0.4,"Mike Rodgers","USA","24.04.85","Walnut","20.04.2013","Walnut 20.04.2013"
"308",302,9.93,1.3,"Ato Boldon","TTO","30.12.73","Walnut","21.04.1996","Walnut 21.04.1996"
"427",413,9.95,1.8,"Joshua J. Johnson","USA","10.05.76","Walnut","21.04.2002","Walnut 21.04.2002"
"2365",2276,10.08,0.7,"Bernard Williams","USA","19.01.78","Walnut","22.04.2001","Walnut 22.04.2001"
"2526",2532,10.09,1.3,"Carl Lewis","USA","01.07.61","Walnut","25.04.1982","Walnut 25.04.1982"
"1784",1779,10.06,0,"Carl Lewis","USA","01.07.61","Walnut","29.04.1984","Walnut 29.04.1984"
"836",834,10,2,"Marian Woronin","POL","13.08.56","Warszawa","09.06.1984","Warszawa 09.06.1984"
"1049",954,10.01,-0.7,"Asafa Powell","JAM","23.11.82","Warszawa","13.09.2015","Warszawa 13.09.2015"
"2275",2276,10.08,0.3,"Silvio Leonard","CUB","20.09.55","Warszawa","19.06.1978","Warszawa 19.06.1978"
"712",650,9.98,-0.6,"Usain Bolt","JAM","21.08.86","Warszawa","23.08.2014","Warszawa 23.08.2014"
"1967",1779,10.06,0.4,"Mike Rodgers","USA","24.04.85","Warszawa","25.08.2013","Warszawa 25.08.2013"
"2829",2532,10.09,-0.1,"Julian Forte","JAM","01.07.93","Warszawa","28.08.2016","Warszawa 28.08.2016"
"1126",1069,10.02,0,"Asafa Powell","JAM","23.11.82","Warszawa","30.08.2006","Warszawa 30.08.2006"
"1984",1779,10.06,1.6,"Levi Cadogan","BAR","08.11.95","Waterford","20.06.2015","Waterford 20.06.2015"
"1039",954,10.01,0,"Antoine Adams","SKN","31.08.88","Waterford","22.06.2014","Waterford 22.06.2014"
"2827",2532,10.09,0.1,"Ramon Gittens","BAR","20.07.87","Waterford","26.06.2016","Waterford 26.06.2016"
"2216",2011,10.07,1,"Martin Keller","GER","26.09.86","Weinheim","02.08.2013","Weinheim 02.08.2013"
"2767",2532,10.09,0.7,"Julian Reus","GER","29.04.88","Weinheim","27.07.2012","Weinheim 27.07.2012"
"2276",2276,10.08,0.9,"James Sanford","USA","27.12.57","Westwood","01.08.1981","Westwood 01.08.1981"
"1398",1366,10.04,0.8,"Ato Boldon","TTO","30.12.73","Westwood","04.05.1996","Westwood 04.05.1996"
"2294",2276,10.08,-1.2,"Andre Cason","USA","20.01.69","Westwood","09.05.1992","Westwood 09.05.1992"
"1581",1581,10.05,-0.8,"James Sanford","USA","27.12.57","Westwood","10.05.1981","Westwood 10.05.1981"
"1070",1069,10.02,1,"James Sanford","USA","27.12.57","Westwood","11.05.1980","Westwood 11.05.1980"
"633",557,9.97,0.6,"Andre De Grasse","CAN","10.11.94","Westwood","17.05.2015","Westwood 17.05.2015"
"1238",1202,10.03,0.6,"Ato Boldon","TTO","30.12.73","Westwood","19.05.1996","Westwood 19.05.1996"
"371",354,9.94,-0.2,"Frank Fredericks","NAM","02.10.67","Windhoek","13.04.2002","Windhoek 13.04.2002"
"2356",2276,10.08,0.4,"Bernard Williams","USA","19.01.78","Winnipeg","25.07.1999","Winnipeg 25.07.1999"
"634",557,9.97,1.1,"Femi Ogunode","QAT","31.01.91","Wuhan","03.06.2015","Wuhan 03.06.2015"
"259",228,9.91,1.8,"Femi Ogunode","QAT","31.01.91","Wuhan","04.06.2015","Wuhan 04.06.2015"
"1464",1366,10.04,1.2,"Justin Gatlin","USA","10.02.82","Yokohama","19.09.2005","Yokohama 19.09.2005"
"597",557,9.97,1.5,"Justin Gatlin","USA","10.02.82","Yokohama","23.09.2004","Yokohama 23.09.2004"
"412",354,9.94,0.4,"Asafa Powell","JAM","23.11.82","Z&uuml;rich","01.09.2016","Z&uuml;rich 01.09.2016"
"1077",1069,10.02,0,"Leroy Burrell","USA","21.02.67","Z&uuml;rich","04.08.1993","Z&uuml;rich 04.08.1993"
"321",302,9.93,-0.5,"Asafa Powell","JAM","23.11.82","Z&uuml;rich","06.08.2004","Z&uuml;rich 06.08.2004"
"1383",1366,10.04,-1,"Leroy Burrell","USA","21.02.67","Z&uuml;rich","07.08.1991","Z&uuml;rich 07.08.1991"
"57",51,9.82,0,"Yohan Blake","JAM","26.12.89","Z&uuml;rich","08.09.2011","Z&uuml;rich 08.09.2011"
"758",728,9.99,-0.7,"Maurice Greene","USA","23.07.74","Z&uuml;rich","11.08.1999","Z&uuml;rich 11.08.1999"
"369",354,9.94,-1,"Maurice Greene","USA","23.07.74","Z&uuml;rich","11.08.2000","Z&uuml;rich 11.08.2000"
