"","Rank","Time","Wind","Name","Country","Birthdate","City","Date","CityDate"
"420",377,10.93,"-1.4","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Z&uuml;rich","03.09.2015","Z&uuml;rich 03.09.2015"
"389",377,10.93,"-0.9","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","04.08.1993","Z&uuml;rich 04.08.1993"
"1475",1395,11.06,"-0.7","Christine Arron","FRA","13.09.73","Z&uuml;rich","06.08.2004","Z&uuml;rich 06.08.2004"
"191",187,10.87,"-1.0","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","07.08.1991","Z&uuml;rich 07.08.1991"
"499",476,10.95,"-1.2","Marion Jones","USA","12.10.75","Z&uuml;rich","11.08.2000","Z&uuml;rich 11.08.2000"
"35",34,10.77,"-0.9","Marion Jones","USA","12.10.75","Z&uuml;rich","12.08.1998","Z&uuml;rich 12.08.1998"
"1174",1084,11.03,"-0.4","Myriam Soumar&eacute;","FRA","29.10.86","Z&uuml;rich","12.08.2014","Z&uuml;rich 12.08.2014"
"478",476,10.95,"-0.1","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","13.08.1986","Z&uuml;rich 13.08.1986"
"551",525,10.96,"-1.2","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","13.08.1997","Z&uuml;rich 13.08.1997"
"1816",1696,11.08,"+0.6","Dafne Schippers","NED","15.06.92","Z&uuml;rich","13.08.2014","Z&uuml;rich 13.08.2014"
"490",476,10.95,"-0.8","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","14.08.1996","Z&uuml;rich 14.08.1996"
"804",806,11,"-0.7","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","15.08.1979","Z&uuml;rich 15.08.1979"
"387",377,10.93,"-1.2","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","15.08.1990","Z&uuml;rich 15.08.1990"
"247",231,10.89,"-0.1","Chryste Gaines","USA","14.09.70","Z&uuml;rich","15.08.2003","Z&uuml;rich 15.08.2003"
"1567",1545,11.07,"-0.7","Merlene Ottey","JAM","10.05.60","Z&uuml;rich","16.08.1989","Z&uuml;rich 16.08.1989"
"502",476,10.95,"-0.5","Chryste Gaines","USA","14.09.70","Z&uuml;rich","16.08.2002","Z&uuml;rich 16.08.2002"
"1091",1084,11.03,"+0.6","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","17.08.1988","Z&uuml;rich 17.08.1988"
"768",722,10.99,"-1.0","Chandra Sturrup","BAH","12.09.71","Z&uuml;rich","17.08.2001","Z&uuml;rich 17.08.2001"
"1688",1696,11.08,"-1.0","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","18.08.1982","Z&uuml;rich 18.08.1982"
"1951",1853,11.09,"-0.8","Sherone Simpson","JAM","12.08.84","Z&uuml;rich","18.08.2006","Z&uuml;rich 18.08.2006"
"808",806,11,"-1.1","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","19.08.1981","Z&uuml;rich 19.08.1981"
"1191",1188,11.04,"-0.6","Gail Devers","USA","19.11.66","Z&uuml;rich","19.08.1987","Z&uuml;rich 19.08.1987"
"434",423,10.94,"0.0","Gwen Torrence","USA","12.06.65","Z&uuml;rich","19.08.1992","Z&uuml;rich 19.08.1992"
"151",141,10.85,"+0.4","Veronica Campbell-Brown","JAM","16.05.82","Z&uuml;rich","19.08.2005","Z&uuml;rich 19.08.2005"
"252",231,10.89,"0.0","Veronica Campbell-Brown","JAM","16.05.82","Z&uuml;rich","19.08.2010","Z&uuml;rich 19.08.2010"
"890",888,11.01,"-1.4","Valerie Brisco","USA","06.07.60","Z&uuml;rich","21.08.1985","Z&uuml;rich 21.08.1985"
"29",29,10.76,"+1.7","Evelyn Ashford","USA","15.04.57","Z&uuml;rich","22.08.1984","Z&uuml;rich 22.08.1984"
"175",163,10.86,"+0.7","Carmelita Jeter","USA","24.11.79","Z&uuml;rich","28.08.2009","Z&uuml;rich 28.08.2009"
"1272",1188,11.04,"-0.7","Veronica Campbell-Brown","JAM","16.05.82","Z&uuml;rich","28.08.2014","Z&uuml;rich 28.08.2014"
"708",661,10.98,"+0.5","Carrie Russel","JAM","18.10.90","Z&uuml;rich","29.08.2013","Z&uuml;rich 29.08.2013"
"117",98,10.83,"-0.4","Shelly-Ann Fraser-Pryce","JAM","27.12.86","Z&uuml;rich","30.08.2012","Z&uuml;rich 30.08.2012"
"338",333,10.92,"+1.1","Anelia Nuneva","BUL","30.06.62","Zagreb","02.06.1988","Zagreb 02.06.1988"
"871",806,11,"-0.1","Barbara Pierre","USA","28.04.87","Zagreb","03.09.2013","Zagreb 03.09.2013"
"1649",1545,11.07,"-0.6","Carmelita Jeter","USA","24.11.79","Zagreb","04.09.2012","Zagreb 04.09.2012"
"1743",1696,11.08,"-1.2","Sevatheda Fynes","BAH","17.10.74","Zagreb","05.07.1999","Zagreb 05.07.1999"
"1313",1292,11.05,"+0.4","Inger Miller","USA","12.06.72","Zagreb","07.07.1998","Zagreb 07.07.1998"
"859",806,11,"-0.5","Carmelita Jeter","USA","24.11.79","Zagreb","13.09.2011","Zagreb 13.09.2011"
"1861",1853,11.09,"+0.9","Gwen Torrence","USA","12.06.65","Zagreb","14.07.1987","Zagreb 14.07.1987"
